airport,alert_airport_id,n_lightnings,start_time,end_time,n_cloud_ground,n_intra_cloud,last_cloud_ground_time,mean_dist,std_dist,mean_amplitude,mean_maxis,max_maxis,duration_total_minutes,duration_until_last_cg_minutes,density,last_lightning_is_cg,storm_size_km,start_year,start_month,start_dayofyear,start_hour,cluster
Ajaccio,18.0,1,2016-06-09 12:57:17+00:00,2016-06-09 12:57:17+00:00,1,0,2016-06-09 12:57:17+00:00,18.9216730475745,0.0,-18.8,0.154,0.154,0.0,0.0,6.097560975609756,1,0.0,2016,6,161,12,0
Ajaccio,19.0,33,2016-06-19 11:46:40+00:00,2016-06-19 12:54:18+00:00,33,0,2016-06-19 12:54:18+00:00,12.084084770090978,4.80172991958386,-19.422121212121212,0.6085757575757575,4.821,67.63333333333334,67.63333333333334,53.34835643952383,1,36.04664275067772,2016,6,171,11,1
Ajaccio,20.0,2,2016-07-15 11:27:17+00:00,2016-07-15 11:30:44+00:00,2,0,2016-07-15 11:30:44+00:00,17.645035928182235,2.0770114327468367,-17.03,0.1245,0.127,3.45,3.45,14.869888475836431,1,4.843945770711265,2016,7,197,11,0
Ajaccio,21.0,2,2016-07-23 05:36:07+00:00,2016-07-23 05:42:07+00:00,2,0,2016-07-23 05:42:07+00:00,14.977903032860002,5.641852041772559,-36.635,0.121,0.172,6.0,6.0,15.267175572519085,1,10.558555844637604,2016,7,205,5,0
Ajaccio,22.0,122,2016-07-24 10:39:08+00:00,2016-07-24 12:29:20+00:00,122,0,2016-07-24 12:29:20+00:00,13.36657715548263,3.765423279771925,-15.71344262295082,0.4871885245901639,4.861,110.2,110.2,245.3797583131378,1,38.90193744797018,2016,7,206,10,1
Ajaccio,23.0,3,2016-08-11 13:40:22+00:00,2016-08-11 14:31:54+00:00,3,0,2016-08-11 14:31:54+00:00,19.419054695107025,0.3581141791740476,-52.79,1.4643333333333333,4.048,51.53333333333333,51.53333333333333,2.0348179968347275,1,18.94215893480994,2016,8,224,13,2
Ajaccio,24.0,2,2016-08-30 12:59:22+00:00,2016-08-30 13:22:33+00:00,2,0,2016-08-30 13:22:33+00:00,18.7793895035543,1.3999797233332945,5.340000000000001,1.9575,3.814,23.183333333333334,23.183333333333334,1.0165184243964422,1,6.559060625158466,2016,8,243,12,2
Ajaccio,25.0,3,2016-08-30 14:03:14+00:00,2016-08-30 14:07:52+00:00,3,0,2016-08-30 14:07:52+00:00,15.993879833631697,0.2220195787920529,-46.36666666666667,0.1476666666666666,0.2,4.633333333333334,4.633333333333334,19.02748414376321,1,3.6099558151645534,2016,8,243,14,0
Ajaccio,26.0,15,2016-08-31 11:37:17+00:00,2016-08-31 12:10:33+00:00,15,0,2016-08-31 12:10:33+00:00,15.418179528603812,2.4430673450841613,-19.486,0.3187333333333333,3.731,33.266666666666666,33.266666666666666,45.62968971810992,1,19.439012386983716,2016,8,244,11,1
Ajaccio,27.0,5,2016-08-31 13:26:13+00:00,2016-08-31 13:36:52+00:00,5,0,2016-08-31 13:36:52+00:00,13.422408065373418,1.2932665056362849,-20.048,0.1134,0.279,10.65,10.65,40.51863857374392,1,4.211701551650616,2016,8,244,13,0
Ajaccio,28.0,36,2016-09-06 22:17:38+00:00,2016-09-06 23:01:16+00:00,36,0,2016-09-06 23:01:16+00:00,13.40526992233628,3.9442617223321936,-11.231944444444444,0.3606944444444444,2.434,43.63333333333333,43.63333333333333,97.11502435369052,1,36.44488284572158,2016,9,250,22,1
Ajaccio,29.0,1,2016-09-10 13:28:00+00:00,2016-09-10 13:28:00+00:00,1,0,2016-09-10 13:28:00+00:00,13.208336021610595,0.0,-2.84,4.202,4.202,0.0,0.0,0.2374169040835707,1,0.0,2016,9,254,13,2
Ajaccio,30.0,38,2016-09-10 14:32:50+00:00,2016-09-10 15:57:13+00:00,38,0,2016-09-10 15:57:13+00:00,16.185517273934128,2.418152787577813,-16.54736842105263,0.3387105263157894,4.711,84.38333333333334,84.38333333333334,108.97290770507888,1,41.33126630337419,2016,9,254,14,1
Ajaccio,31.0,98,2016-09-11 12:15:02+00:00,2016-09-11 15:23:58+00:00,98,0,2016-09-11 15:23:58+00:00,16.314335767136654,2.864038696798884,-13.01295918367347,0.5076122448979592,4.203,188.9333333333333,188.9333333333333,189.33091511256555,1,37.7454994073804,2016,9,255,12,1
Ajaccio,32.0,36,2016-09-13 12:37:01+00:00,2016-09-13 14:09:27+00:00,36,0,2016-09-13 14:09:27+00:00,16.79139273591583,1.7244058332127514,-18.99,0.3263333333333333,4.666,92.43333333333334,92.43333333333334,107.03666997026758,1,28.53075419541744,2016,9,257,12,1
Ajaccio,33.0,4,2016-09-16 04:30:14+00:00,2016-09-16 04:48:38+00:00,4,0,2016-09-16 04:48:38+00:00,17.916155131909,1.349046307015234,-24.07,0.62575,1.502,18.4,18.4,6.291781360597719,1,16.851541477782757,2016,9,260,4,0
Ajaccio,34.0,4,2016-09-16 05:21:50+00:00,2016-09-16 05:31:27+00:00,4,0,2016-09-16 05:31:27+00:00,14.73845602822368,4.375777947059884,-13.3075,0.15675,0.274,9.616666666666667,9.616666666666667,23.988005997001498,1,27.48363571003612,2016,9,260,5,1
Ajaccio,35.0,10,2016-09-16 06:02:00+00:00,2016-09-16 06:29:49+00:00,10,0,2016-09-16 06:29:49+00:00,12.55430816276282,4.492361600831131,-17.835,0.5868,2.802,27.816666666666663,27.816666666666663,16.75603217158177,1,31.858353403404955,2016,9,260,6,1
Ajaccio,36.0,24,2016-09-16 07:20:44+00:00,2016-09-16 08:19:07+00:00,24,0,2016-09-16 08:19:07+00:00,15.833661412842034,3.5517985117883946,-28.1625,0.5199166666666667,4.758,58.38333333333333,58.38333333333333,45.29013995911306,1,34.43184372873086,2016,9,260,7,1
Ajaccio,37.0,12,2016-09-16 09:31:26+00:00,2016-09-16 10:03:44+00:00,12,0,2016-09-16 10:03:44+00:00,14.9577413725038,2.617451801461673,-20.40333333333333,0.21525,0.67,32.3,32.3,53.27413984461708,1,40.76109727710904,2016,9,260,9,1
Ajaccio,38.0,229,2016-09-18 12:37:34+00:00,2016-09-18 19:17:41+00:00,229,0,2016-09-18 19:17:41+00:00,13.368976408564844,4.799369618229769,-23.116069868995638,0.505938864628821,4.92,400.1166666666667,400.1166666666667,443.8510368176047,1,53.60476837814034,2016,9,262,12,1
Ajaccio,39.0,1,2016-09-27 13:28:37+00:00,2016-09-27 13:28:37+00:00,1,0,2016-09-27 13:28:37+00:00,13.48425839195732,0.0,-45.22,1.53,1.53,0.0,0.0,0.6493506493506493,1,0.0,2016,9,271,13,0
Ajaccio,40.0,13,2016-10-06 01:59:40+00:00,2016-10-06 02:51:38+00:00,13,0,2016-10-06 02:51:38+00:00,12.473078109083175,4.97813718810432,-27.46615384615384,0.6479999999999999,3.622,51.96666666666667,51.96666666666667,19.75683890577508,1,29.799221499972408,2016,10,280,1,1
Ajaccio,41.0,1,2016-10-06 20:22:03+00:00,2016-10-06 20:22:03+00:00,1,0,2016-10-06 20:22:03+00:00,14.721173603016444,0.0,-8.98,0.101,0.101,0.0,0.0,9.00900900900901,1,0.0,2016,10,280,20,0
Ajaccio,42.0,1,2016-10-06 21:31:31+00:00,2016-10-06 21:31:31+00:00,1,0,2016-10-06 21:31:31+00:00,15.865220342178617,0.0,-15.88,0.067,0.067,0.0,0.0,12.987012987012989,1,0.0,2016,10,280,21,0
Ajaccio,43.0,7,2016-10-06 22:09:35+00:00,2016-10-06 22:17:59+00:00,7,0,2016-10-06 22:17:59+00:00,9.815496304922734,4.614157594828307,-36.52285714285714,0.3744285714285714,1.879,8.4,8.4,18.208844295800816,1,22.81366480435493,2016,10,280,22,1
Ajaccio,44.0,1,2016-10-14 01:57:47+00:00,2016-10-14 01:57:47+00:00,1,0,2016-10-14 01:57:47+00:00,11.31861359941646,0.0,-28.28,0.18,0.18,0.0,0.0,5.2631578947368425,1,0.0,2016,10,288,1,0
Ajaccio,45.0,386,2016-10-14 09:08:54+00:00,2016-10-14 11:55:28+00:00,386,0,2016-10-14 11:55:28+00:00,13.295863724254325,4.476511851320282,-6.172823834196891,1.543619170984456,4.985,166.56666666666666,166.56666666666666,248.45213499483904,1,53.9369140394936,2016,10,288,9,1
Ajaccio,46.0,1,2016-11-05 17:58:46+00:00,2016-11-05 17:58:46+00:00,1,0,2016-11-05 17:58:46+00:00,16.40593919521355,0.0,-5.78,3.472,3.472,0.0,0.0,0.2871912693854107,1,0.0,2016,11,310,17,2
Ajaccio,47.0,56,2016-11-06 03:06:37+00:00,2016-11-06 04:00:21+00:00,56,0,2016-11-06 04:00:21+00:00,14.524734403369123,3.852556475754112,-11.566428571428572,0.632625,4.896,53.73333333333333,53.73333333333333,87.1425792647345,1,48.91091862660568,2016,11,311,3,1
Ajaccio,48.0,1,2016-11-11 14:22:15+00:00,2016-11-11 14:22:15+00:00,1,0,2016-11-11 14:22:15+00:00,18.88126692244095,0.0,20.01,0.065,0.065,0.0,0.0,13.333333333333334,1,0.0,2016,11,316,14,0
Ajaccio,49.0,2,2016-11-12 00:00:15+00:00,2016-11-12 00:02:18+00:00,2,0,2016-11-12 00:02:18+00:00,18.957894883232328,0.3717848506691164,-13.675,0.0945,0.103,2.05,2.05,19.138755980861244,1,1.8239427587503545,2016,11,317,0,0
Ajaccio,50.0,1,2017-01-14 18:25:05+00:00,2017-01-14 18:25:05+00:00,1,0,2017-01-14 18:25:05+00:00,10.70626693579388,0.0,317.66,0.15,0.15,0.0,0.0,6.25,1,0.0,2017,1,14,18,0
Ajaccio,51.0,1,2017-02-03 21:19:56+00:00,2017-02-03 21:19:56+00:00,1,0,2017-02-03 21:19:56+00:00,18.92166274776364,0.0,-15.74,0.654,0.654,0.0,0.0,1.506024096385542,1,0.0,2017,2,34,21,0
Ajaccio,52.0,1,2017-03-04 23:52:10+00:00,2017-03-04 23:52:10+00:00,1,0,2017-03-04 23:52:10+00:00,13.841193501408018,0.0,-78.73,1.037,1.037,0.0,0.0,0.9551098376313276,1,0.0,2017,3,63,23,0
Ajaccio,53.0,12,2017-04-01 18:13:35+00:00,2017-04-01 19:02:59+00:00,12,0,2017-04-01 19:02:59+00:00,14.422957619729203,3.63103632865538,6.594166666666666,0.5045833333333333,2.893,49.4,49.4,23.319838056680165,1,40.56947533817114,2017,4,91,18,1
Ajaccio,54.0,4,2017-04-20 12:07:45+00:00,2017-04-20 12:20:59+00:00,4,0,2017-04-20 12:20:59+00:00,12.01020823923427,4.479901615666753,-16.197499999999998,0.8987499999999999,3.347,13.233333333333333,13.233333333333333,4.401650618982119,1,13.329312901599687,2017,4,110,12,1
Ajaccio,55.0,1,2017-05-06 07:35:27+00:00,2017-05-06 07:35:27+00:00,1,0,2017-05-06 07:35:27+00:00,16.439496044788633,0.0,14.42,0.592,0.592,0.0,0.0,1.6611295681063123,1,0.0,2017,5,126,7,0
Ajaccio,56.0,122,2017-06-02 10:35:05+00:00,2017-06-02 13:22:57+00:00,122,0,2017-06-02 13:22:57+00:00,16.72606922889277,2.367072218191289,-19.295983606557375,0.604516393442623,4.987,167.86666666666667,167.86666666666667,198.5300983046778,1,43.16325650536938,2017,6,153,10,1
Ajaccio,57.0,7,2017-06-28 15:26:23+00:00,2017-06-28 15:36:52+00:00,7,0,2017-06-28 15:36:52+00:00,12.10125153428631,3.782451955193847,-10.518571428571429,0.1758571428571428,0.331,10.483333333333333,10.483333333333333,37.66333589546503,1,16.249524481776696,2017,6,179,15,0
Ajaccio,58.0,68,2017-06-28 19:24:36+00:00,2017-06-28 20:45:14+00:00,68,0,2017-06-28 20:45:14+00:00,12.278212581434266,4.480985943347941,-15.936764705882354,0.5715441176470588,4.839,80.63333333333334,80.63333333333334,116.930079656088,1,42.55757751791241,2017,6,179,19,1
Ajaccio,59.0,27,2017-06-28 21:23:55+00:00,2017-06-28 22:19:54+00:00,27,0,2017-06-28 22:19:54+00:00,11.724445171969288,6.041319950663037,-9.742962962962965,0.7297037037037036,4.84,55.98333333333333,55.98333333333333,36.50110154215903,1,39.96820177368698,2017,6,179,21,1
Ajaccio,60.0,1,2017-06-30 19:12:06+00:00,2017-06-30 19:12:06+00:00,1,0,2017-06-30 19:12:06+00:00,3.2054978799224827,0.0,-8.88,0.163,0.163,0.0,0.0,5.780346820809248,1,0.0,2017,6,181,19,0
Ajaccio,61.0,6,2017-08-10 06:19:52+00:00,2017-08-10 06:36:41+00:00,6,0,2017-08-10 06:36:41+00:00,7.283380749702565,3.935256841858665,-10.906666666666666,0.5103333333333334,2.24,16.816666666666666,16.816666666666666,11.531069827033951,1,22.603116757277128,2017,8,222,6,1
Ajaccio,62.0,1,2017-09-09 20:46:06+00:00,2017-09-09 20:46:06+00:00,1,0,2017-09-09 20:46:06+00:00,16.289254998456162,0.0,-15.17,0.084,0.084,0.0,0.0,10.638297872340424,1,0.0,2017,9,252,20,0
Ajaccio,63.0,1,2017-09-09 23:03:40+00:00,2017-09-09 23:03:40+00:00,1,0,2017-09-09 23:03:40+00:00,12.435345939462588,0.0,20.86,0.266,0.266,0.0,0.0,3.623188405797101,1,0.0,2017,9,252,23,0
Ajaccio,64.0,211,2017-09-10 00:03:39+00:00,2017-09-10 01:53:18+00:00,211,0,2017-09-10 01:53:18+00:00,11.281282920766603,5.149029319910274,-13.64654028436019,0.4577156398104265,4.805,109.65,109.65,451.1288099870298,1,51.92539732590054,2017,9,253,0,1
Ajaccio,65.0,27,2017-09-10 02:28:50+00:00,2017-09-10 03:48:28+00:00,27,0,2017-09-10 03:48:28+00:00,15.052678024177297,3.63906799278074,4.593333333333334,0.4455185185185184,4.887,79.63333333333334,79.63333333333334,59.27311163509229,1,52.10846384584529,2017,9,253,2,1
Ajaccio,66.0,1,2017-09-18 21:09:35+00:00,2017-09-18 21:09:35+00:00,1,0,2017-09-18 21:09:35+00:00,19.27293445537304,0.0,-21.84,1.024,1.024,0.0,0.0,0.967117988394584,1,0.0,2017,9,261,21,0
Ajaccio,67.0,1,2017-09-19 17:06:04+00:00,2017-09-19 17:06:04+00:00,1,0,2017-09-19 17:06:04+00:00,19.23829936423985,0.0,-8.62,0.124,0.124,0.0,0.0,7.462686567164178,1,0.0,2017,9,262,17,0
Ajaccio,68.0,7,2017-09-19 17:48:47+00:00,2017-09-19 18:04:43+00:00,7,0,2017-09-19 18:04:43+00:00,17.451671865949162,1.2879830941542156,1.1157142857142868,0.5924285714285714,2.156,15.933333333333334,15.933333333333334,11.619634811477354,1,22.06647900346549,2017,9,262,17,0
Ajaccio,69.0,1,2017-09-25 22:28:31+00:00,2017-09-25 22:28:31+00:00,1,0,2017-09-25 22:28:31+00:00,12.141625895382935,0.0,-41.49,3.404,3.404,0.0,0.0,0.2929115407147042,1,0.0,2017,9,268,22,2
Ajaccio,70.0,20,2017-09-26 02:03:30+00:00,2017-09-26 03:22:02+00:00,20,0,2017-09-26 03:22:02+00:00,14.550749906575367,3.868402133341304,5.278499999999999,0.33455,2.141,78.53333333333333,78.53333333333333,58.04672761573066,1,33.967786976084895,2017,9,269,2,1
Ajaccio,71.0,1,2017-09-26 15:03:13+00:00,2017-09-26 15:03:13+00:00,1,0,2017-09-26 15:03:13+00:00,16.834060352480005,0.0,-18.45,0.082,0.082,0.0,0.0,10.869565217391305,1,0.0,2017,9,269,15,0
Ajaccio,72.0,151,2017-11-05 04:27:48+00:00,2017-11-05 06:23:43+00:00,151,0,2017-11-05 06:23:43+00:00,12.609665152807258,4.722675131861889,-8.314503311258278,0.4095761589403973,4.684,115.91666666666669,115.91666666666669,359.88698781488733,1,55.15038655325973,2017,11,309,4,1
Ajaccio,73.0,2,2017-11-05 08:43:46+00:00,2017-11-05 08:46:13+00:00,2,0,2017-11-05 08:46:13+00:00,9.761742502972869,2.1266696112458128,-25.0,0.8775,0.993,2.45,2.45,2.2535211267605635,1,6.02200084467626,2017,11,309,8,0
Ajaccio,74.0,1,2017-11-06 10:17:17+00:00,2017-11-06 10:17:17+00:00,1,0,2017-11-06 10:17:17+00:00,7.936768706970079,0.0,-148.71,0.121,0.121,0.0,0.0,7.633587786259541,1,0.0,2017,11,310,10,0
Ajaccio,75.0,2,2017-11-13 06:56:33+00:00,2017-11-13 07:05:53+00:00,2,0,2017-11-13 07:05:53+00:00,17.554736891441642,2.2935494945434165,-71.89,0.125,0.173,9.333333333333334,9.333333333333334,14.814814814814811,1,4.528204474002283,2017,11,317,6,0
Ajaccio,76.0,22,2017-11-13 07:46:41+00:00,2017-11-13 09:12:28+00:00,22,0,2017-11-13 09:12:28+00:00,10.414920272158149,3.415936931080846,-65.71545454545455,0.2831818181818182,1.848,85.78333333333333,85.78333333333333,75.03875968992247,1,34.81171143891769,2017,11,317,7,1
Ajaccio,77.0,1,2017-11-28 23:52:24+00:00,2017-11-28 23:52:24+00:00,1,0,2017-11-28 23:52:24+00:00,7.727033266597617,0.0,-26.94,0.079,0.079,0.0,0.0,11.235955056179776,1,0.0,2017,11,332,23,0
Ajaccio,78.0,1,2017-12-01 11:15:15+00:00,2017-12-01 11:15:15+00:00,1,0,2017-12-01 11:15:15+00:00,14.476984139373776,0.0,91.26,0.14,0.14,0.0,0.0,6.666666666666666,1,0.0,2017,12,335,11,0
Ajaccio,79.0,1,2017-12-27 06:27:03+00:00,2017-12-27 06:27:03+00:00,1,0,2017-12-27 06:27:03+00:00,14.22983777104764,0.0,-11.04,0.132,0.132,0.0,0.0,7.04225352112676,1,0.0,2017,12,361,6,0
Ajaccio,80.0,2,2017-12-27 17:33:17+00:00,2017-12-27 17:36:46+00:00,2,0,2017-12-27 17:36:46+00:00,15.25801536139663,4.193717776159971,31.520000000000003,0.6685,1.011,3.4833333333333334,3.4833333333333334,2.9476787030213707,1,5.959716983539376,2017,12,361,17,0
Ajaccio,81.0,1,2017-12-28 01:57:41+00:00,2017-12-28 01:57:41+00:00,1,0,2017-12-28 01:57:41+00:00,17.17800756427693,0.0,-117.34,0.194,0.194,0.0,0.0,4.901960784313725,1,0.0,2017,12,362,1,0
Ajaccio,82.0,1,2018-01-09 18:15:20+00:00,2018-01-09 18:15:20+00:00,1,0,2018-01-09 18:15:20+00:00,17.195536070690075,0.0,-23.36,2.584,2.584,0.0,0.0,0.3855050115651504,1,0.0,2018,1,9,18,2
Ajaccio,83.0,1,2018-01-09 19:18:05+00:00,2018-01-09 19:18:05+00:00,1,0,2018-01-09 19:18:05+00:00,11.919940046846916,0.0,44.36,0.072,0.072,0.0,0.0,12.195121951219514,1,0.0,2018,1,9,19,0
Ajaccio,84.0,1,2018-02-02 19:00:12+00:00,2018-02-02 19:00:12+00:00,1,0,2018-02-02 19:00:12+00:00,10.526821262669788,0.0,-2.49,0.4,0.4,0.0,0.0,2.4390243902439024,1,0.0,2018,2,33,19,0
Ajaccio,85.0,4,2018-02-02 20:31:29+00:00,2018-02-02 20:36:23+00:00,4,0,2018-02-02 20:36:23+00:00,16.93243576363789,1.3855381651921006,-13.9375,0.96575,1.34,4.9,4.9,4.09941070971048,1,15.112617051607788,2018,2,33,20,0
Ajaccio,86.0,28,2018-02-02 21:31:30+00:00,2018-02-02 23:01:40+00:00,28,0,2018-02-02 23:01:40+00:00,11.758829319957968,4.28851065709469,-22.712857142857143,0.2851428571428571,1.151,90.16666666666669,90.16666666666669,94.86931268151017,1,33.92492468921808,2018,2,33,21,1
Ajaccio,87.0,2,2018-02-03 15:35:19+00:00,2018-02-03 15:48:07+00:00,2,0,2018-02-03 15:48:07+00:00,8.721809816505044,5.215109066357958,53.65,0.3795,0.561,12.8,12.8,5.134788189987162,1,11.68753122647364,2018,2,34,15,1
Ajaccio,88.0,3,2018-02-03 18:16:18+00:00,2018-02-03 18:33:51+00:00,3,0,2018-02-03 18:33:51+00:00,12.649050500156656,5.1531715256124055,84.46666666666665,0.12,0.173,17.55,17.55,23.07692307692308,1,16.923722106760213,2018,2,34,18,1
Ajaccio,89.0,1,2018-02-07 02:10:59+00:00,2018-02-07 02:10:59+00:00,1,0,2018-02-07 02:10:59+00:00,18.40983500928117,0.0,-26.97,0.471,0.471,0.0,0.0,2.079002079002079,1,0.0,2018,2,38,2,0
Ajaccio,90.0,1,2018-02-14 03:27:50+00:00,2018-02-14 03:27:50+00:00,1,0,2018-02-14 03:27:50+00:00,13.087825112125518,0.0,-10.26,0.117,0.117,0.0,0.0,7.874015748031496,1,0.0,2018,2,45,3,0
Ajaccio,91.0,3,2018-02-19 11:44:56+00:00,2018-02-19 12:04:30+00:00,3,0,2018-02-19 12:04:30+00:00,14.437620428324486,4.632076273389304,-55.52333333333333,0.4923333333333333,1.332,19.566666666666663,19.566666666666663,5.972130059721301,1,16.85788221999635,2018,2,50,11,1
Ajaccio,92.0,3,2018-02-19 12:57:54+00:00,2018-02-19 13:10:29+00:00,3,0,2018-02-19 13:10:29+00:00,13.368580921421062,0.3767740521505748,-37.63,0.0933333333333333,0.124,12.583333333333334,12.583333333333334,29.032258064516128,1,0.8723354312046429,2018,2,50,12,0
Ajaccio,93.0,1,2018-02-21 12:02:07+00:00,2018-02-21 12:02:07+00:00,1,0,2018-02-21 12:02:07+00:00,14.203983342882625,0.0,-164.93,0.12,0.12,0.0,0.0,7.692307692307692,1,0.0,2018,2,52,12,0
Ajaccio,94.0,1,2018-02-26 21:37:36+00:00,2018-02-26 21:37:36+00:00,1,0,2018-02-26 21:37:36+00:00,12.24375022616956,0.0,189.5,0.11,0.11,0.0,0.0,8.333333333333334,1,0.0,2018,2,57,21,0
Ajaccio,95.0,2,2018-03-02 05:07:07+00:00,2018-03-02 05:09:13+00:00,2,0,2018-03-02 05:09:13+00:00,17.275213636936392,1.300127213690058,-13.06,0.21,0.311,2.1,2.1,9.090909090909092,1,1.8374868893043363,2018,3,61,5,0
Ajaccio,96.0,1,2018-03-03 09:36:30+00:00,2018-03-03 09:36:30+00:00,1,0,2018-03-03 09:36:30+00:00,18.93488732413233,0.0,-13.55,0.156,0.156,0.0,0.0,6.024096385542168,1,0.0,2018,3,62,9,0
Ajaccio,97.0,13,2018-03-03 10:49:08+00:00,2018-03-03 11:54:06+00:00,13,0,2018-03-03 11:54:06+00:00,17.561705109290806,2.6126229055377084,-52.19538461538461,0.2974615384615384,2.018,64.96666666666667,64.96666666666667,42.2817112834626,1,24.31989195624545,2018,3,62,10,1
Ajaccio,98.0,3,2018-03-05 18:28:52+00:00,2018-03-05 18:55:12+00:00,3,0,2018-03-05 18:55:12+00:00,3.567627506752636,1.3269979551767026,-17.576666666666668,0.1999999999999999,0.372,26.33333333333333,26.33333333333333,14.285714285714286,1,8.50724792961018,2018,3,64,18,0
