airport,alert_airport_id,start_time,end_time,duration_minutes,prox_ratio,lightning_per_minute,n_lightnings,ic_ratio,is_last_cloud,mean_amplitude,mean_maxis,max_maxis,std_maxis,lat_mean,lon_mean,lat_std,lon_std,lat_delta,lon_delta,mean_dist,min_dist,mean_azimuth_sin,mean_azimuth_cos,start_hour,start_month,start_dayofyear,speed,storm_surface,hour_sin,hour_cos,log_n_lightnings,log_lightning_per_minute,log_storm_surface,storm_type,pca_1,pca_2
Ajaccio,11.0,2016-03-23 16:15:24+00:00,2016-03-23 16:43:41+00:00,28.28333333333333,0.0,0.1060695344725987,3,0.3333333333333333,0,5.25,0.7696666666666667,1.9,0.9795408788475004,42.02633333333333,8.956833333333334,0.0330606009221442,0.0320351889854465,-0.0660999999999987,-0.0293999999999989,17.195973743114983,12.731671506457964,0.8309634489442391,0.5468979312196438,16,3,83,0.07234341711586317,0.0010591025985133163,-0.8660254037844385,-0.5000000000000004,1.3862943611198906,0.1008127713522825,0.0010585421450398083,1,-0.22943344171518498,-0.8111938675910483
Ajaccio,12.0,2016-05-10 23:10:09+00:00,2016-05-10 23:44:58+00:00,34.81666666666667,0.0888888888888888,1.292484442316898,45,0.7555555555555555,1,14.187111111111108,1.212688888888889,4.456,1.512619203750751,41.99501777777778,8.821942222222221,0.0729110550567945,0.0612138074475213,0.3016999999999967,0.2256999999999998,11.62878104539798,1.54025708178581,0.0980298931343831,0.5836453922330825,23,5,131,0.37678028080035975,0.0044631632850422424,-0.25881904510252157,0.9659258262890681,3.828641396489095,0.8296361387860436,0.004453232908086886,0,2.8511780773306556,0.31918918254086465
Ajaccio,13.0,2016-05-12 02:31:21+00:00,2016-05-12 02:41:37+00:00,10.266666666666667,0.0,0.2922077922077922,3,0.3333333333333333,0,45.55666666666667,0.1086666666666666,0.182,0.0637913264741636,41.88353333333333,8.780999999999999,0.0140400617282605,0.0756405314629665,0.0253000000000014,0.1333000000000002,7.0865292061942045,6.025010445874763,-0.2241141268206043,-0.5091851885337709,2,5,133,0.1356796963440003,0.00106199773089848,0.49999999999999994,0.8660254037844387,1.3862943611198906,0.25635222231086324,0.0010614342102447446,0,0.4608669159860826,1.1874627984731279
Ajaccio,14.0,2016-05-12 03:40:47+00:00,2016-05-12 04:05:52+00:00,25.08333333333333,0.0,0.4784053156146179,12,0.5,0,53.08833333333334,0.5507500000000001,3.91,1.081327477518427,42.022625,8.90408333333333,0.0165223333703197,0.0483420545945685,0.0303999999999931,0.0547000000000004,14.209090845877272,9.765446850655154,0.6574102715856645,0.70818811723173,3,5,133,0.06257994886542834,0.0007987235418176558,0.7071067811865476,0.7071067811865476,2.5649493574615367,0.3909640174173645,0.0007984047319188821,1,-0.22313212714519215,-0.10948129592852639
Ajaccio,15.0,2016-05-29 02:56:25+00:00,2016-05-29 02:59:09+00:00,2.7333333333333334,0.0,1.0975609756097562,3,0.3333333333333333,0,15.15,1.5783333333333331,2.778,1.1092034679594784,41.93573333333333,8.978666666666667,0.0568711115886918,0.0359572431275449,0.1103000000000022,0.0719000000000011,15.378426909094804,12.16673217017695,0.9705421150780824,0.023363534073136,2,5,150,0.13166510547597887,0.002044928386328327,0.49999999999999994,0.8660254037844387,1.3862943611198906,0.7407752295491999,0.0020428403663587022,0,0.4496031294554873,-0.5211274669650023
Ajaccio,16.0,2016-05-29 08:05:14+00:00,2016-05-29 08:11:26+00:00,6.2,0.0,1.2903225806451613,8,0.625,1,13.43875,0.241875,0.405,0.103750301204382,42.045837500000005,8.7067125,0.0113525248922239,0.0215311360923794,-0.0054000000000016,0.0366999999999997,15.844353688697716,14.360998180218408,-0.6096642968996935,0.7819892385664925,8,5,150,0.03709514793069297,0.00024443275844659757,0.8660254037844387,-0.4999999999999998,2.1972245773362196,0.8286926725561692,0.00024440288962707617,1,-0.4106989251773999,-0.519229198419432
Ajaccio,17.0,2016-06-07 13:02:11+00:00,2016-06-07 13:30:33+00:00,28.366666666666667,0.0,0.0705052878965922,2,0.0,0,47.825,0.456,0.795,0.4794183976444792,41.99435,8.96265,0.1103793685432215,0.0539522474045334,-0.1561000000000021,0.0762999999999998,17.863986228062558,16.38286943945471,0.8160523180276509,0.36873294252379,13,6,159,0.17374953237347324,0.005955215000000058,-0.2588190451025208,-0.9659258262890683,1.0986122886681098,0.06813076868658414,0.005937552793952593,0,0.9077123908836139,-0.9668431569001488
Ajaccio,18.0,2016-06-09 12:57:17+00:00,2016-06-09 12:57:17+00:00,0.0,0.0,1.0,1,0.0,0,18.8,0.154,0.154,0.0,42.0041,9.0047,0.0,0.0,0.0,0.0,18.9216730475745,18.9216730475745,0.9288254511023628,0.3705175857965347,12,6,161,0.0,0.0,1.2246467991473532e-16,-1.0,0.6931471805599453,0.6931471805599453,0.0,1,-1.991828413596776,-0.8305201075532471
Ajaccio,19.0,2016-06-19 11:46:40+00:00,2016-06-19 12:54:18+00:00,67.63333333333334,0.0625,1.1828486939379004,80,0.5875,0,15.436000000000002,1.0101375,4.821,1.4126855360951371,41.87191125,8.91629375,0.0545057539495382,0.0607613600229244,-0.023300000000006,-0.0905000000000004,12.495554612151624,1.8726549258894056,0.8207444319635545,-0.3997666101087887,11,6,171,0.09345127072437459,0.0033118437390488244,0.258819045102521,-0.9659258262890682,4.394449154672439,0.7806307640973834,0.0033063716630181788,0,1.0276420725647144,0.24827342113196038
Ajaccio,20.0,2016-07-15 11:27:17+00:00,2016-07-15 11:30:44+00:00,3.45,0.0,1.1594202898550725,4,0.5,0,12.9775,0.3465,0.92,0.3848172726546112,41.77295,8.7998,0.0219803700302502,0.0756105371845308,-0.0234999999999985,0.0493000000000005,17.663980482307487,16.17636705948496,-0.0314878035765135,-0.9141015748329776,11,7,197,0.05461446694786995,0.0016619475855019791,0.258819045102521,-0.9659258262890682,1.6094379124341003,0.7698398013481997,0.0016605680788471752,0,0.19532460723665354,-0.9663977054879733
Ajaccio,21.0,2016-07-23 05:36:07+00:00,2016-07-23 05:42:07+00:00,6.0,0.0,1.3333333333333333,8,0.75,0,20.92125,0.267875,0.631,0.1977794135610969,41.9743875,8.726025,0.0749460841919995,0.0948486576454447,0.0609999999999999,-0.0981000000000005,13.169235786240996,7.557895133382883,-0.5441019745230914,0.3423493729013972,5,7,205,0.1155188729169398,0.007108535481393635,0.9659258262890683,0.25881904510252074,2.1972245773362196,0.8472978603872036,0.007083388942762622,0,1.940228664159882,-0.3395104623164154
Ajaccio,22.0,2016-07-24 10:39:08+00:00,2016-07-24 12:29:20+00:00,110.2,0.0292887029288702,4.337568058076225,478,0.7447698744769874,0,12.072029288702929,1.1304016736401674,4.995,1.5110210418270662,41.85130815899582,8.878100836820085,0.0620491503662525,0.0919635049716881,-0.1159999999999996,-0.1630000000000002,13.877808198118489,2.811795278653737,0.4848005441419913,-0.4951443877672991,10,7,206,0.2000624902374255,0.005706257348195885,0.49999999999999994,-0.8660254037844387,6.171700597410915,1.6747701294010804,0.005690038332401996,0,2.12297692337608,-0.36113590808467305
Ajaccio,23.0,2016-08-11 13:40:22+00:00,2016-08-11 14:31:54+00:00,51.53333333333333,0.0,0.0582147477360931,3,0.0,0,52.79,1.4643333333333333,4.048,2.2398219423278567,41.97396666666667,9.001966666666666,0.0941364081178647,0.0219732413023957,0.1582000000000007,-0.0236999999999998,19.419054695107025,19.052266658900585,0.9038324263450552,0.240295849639058,13,8,224,0.1599654025094183,0.0020684820109146424,-0.2588190451025208,-0.9659258262890683,1.3862943611198906,0.05658328801532505,0.0020663456475121587,0,0.16056819407421288,-1.1418919543284431
Ajaccio,24.0,2016-08-30 12:59:22+00:00,2016-08-30 13:22:33+00:00,23.183333333333334,0.0,0.4744787922358016,11,0.8181818181818182,0,7.359090909090909,2.005,4.987,1.9422585306801976,41.997263636363634,8.980745454545454,0.0377562252543151,0.0608323986644678,-0.0489000000000032,0.0009999999999994,17.817778607189283,13.46290841950321,0.8497401713368451,0.3925656044373576,12,8,243,0.048910223880087804,0.0022968017467359437,1.2246467991473532e-16,-1.0,2.4849066497880004,0.3883045661489377,0.002294168129431027,0,0.6931989498246047,-1.109524894467273
Ajaccio,25.0,2016-08-30 14:03:14+00:00,2016-08-30 14:07:52+00:00,4.633333333333334,0.0,3.669064748201439,17,0.8235294117647058,1,20.89764705882353,0.8751176470588236,4.382,1.4113504119438651,41.93116470588235,8.9971,0.0193355870474783,0.0116204023166155,0.0087000000000045,-0.0385000000000008,16.205706407643518,13.125789827973064,0.9949717197423464,0.0370236024809996,14,8,243,0.03947074866277735,0.0002246873005196375,-0.4999999999999997,-0.8660254037844388,2.8903717578961645,1.5409587835733982,0.00022466206210855963,1,-0.17365320877483872,-0.6181114384314834
Ajaccio,26.0,2016-08-31 11:37:17+00:00,2016-08-31 12:10:33+00:00,33.266666666666666,0.0,1.0821643286573146,36,0.5833333333333334,1,12.955277777777775,0.8841944444444446,4.531,1.436623577687716,41.91087777777777,8.980913888888889,0.0603702013111532,0.0306027744099666,0.1512999999999991,-0.0686999999999997,16.232754489517482,11.761375073185034,0.9423179614917504,-0.0680051940828097,11,8,244,0.1661667235038342,0.0018474956518094914,0.258819045102521,-0.9659258262890682,3.6109179126442243,0.7334078953477087,0.0018457911307916423,0,0.9149469665988772,-0.7745353339605212
Ajaccio,27.0,2016-08-31 13:26:13+00:00,2016-08-31 13:36:52+00:00,10.65,0.0,0.8450704225352113,9,0.4444444444444444,1,15.14,0.1588888888888888,0.501,0.1483597354780302,41.82691111111111,8.911033333333334,0.0151867083698579,0.0147166572291399,0.0013999999999967,0.0245999999999995,14.047977098077574,11.421064172142048,0.7417850298146105,-0.6635607520533598,13,8,244,0.02463980519403443,0.0002234975815181087,-0.2588190451025208,-0.9659258262890683,2.302585092994046,0.6125174461598362,0.00022347260965433464,1,-0.6736910484914462,-0.11200589570914737
Ajaccio,28.0,2016-09-06 22:17:38+00:00,2016-09-06 23:01:16+00:00,43.63333333333333,0.0388888888888888,4.125286478227655,180,0.8,0,10.160222222222222,0.9671555555555555,4.958,1.3421494967985768,41.90719611111111,8.664814444444444,0.0695569405136459,0.0592922212409826,0.0354999999999989,-0.0759999999999987,14.1507010407204,3.038778435041204,-0.8408613461642624,-0.1279295633944333,22,9,250,0.0838823580975149,0.004124185505780959,-0.5000000000000004,0.8660254037844384,5.198497031265826,1.6341864216529882,0.004115704363277984,0,1.4273812576607894,-0.28970922373899527
Ajaccio,29.0,2016-09-10 13:28:00+00:00,2016-09-10 13:28:00+00:00,0.0,0.0,2.0,2,0.5,1,12.465,2.2015,4.202,2.8291342315273766,41.9874,8.94375,0.0516187950266182,0.0778524566086383,-0.0730000000000004,0.1100999999999992,14.841528506824844,13.208336021610595,0.8202356822313086,0.4489605097805614,13,9,254,0.13210227098729183,0.004018649999999988,-0.2588190451025208,-0.9659258262890683,1.0986122886681098,1.0986122886681098,0.00401059679422247,0,1.112561878112867,-0.5400703611689509
Ajaccio,30.0,2016-09-10 14:32:50+00:00,2016-09-10 15:57:13+00:00,84.38333333333334,0.0,0.9954572387912304,84,0.5476190476190477,0,12.981904761904762,0.9965714285714288,4.827,1.5626880169150794,41.93329523809524,8.972486904761908,0.0671056205872535,0.0581470192748092,0.1595000000000013,-0.2448999999999994,16.408546815254226,7.678266688477783,0.8738613837105602,0.0608076895620007,14,9,254,0.29226060288721795,0.003901991813735062,-0.4999999999999997,-0.8660254037844388,4.442651256490317,0.6908732164578231,0.0038943987892148518,0,1.830488409572741,-0.9236102762762938
Ajaccio,31.0,2016-09-11 12:15:02+00:00,2016-09-11 15:23:58+00:00,188.9333333333333,0.0039215686274509,1.349682427664079,255,0.615686274509804,1,10.124078431372553,1.1861529411764706,4.992,1.5513302077651885,41.90097882352941,8.949567058823527,0.0960759272750468,0.0490028218412168,0.2017000000000024,0.0396,16.602087771747804,4.595778426329217,0.7984285875639082,-0.1565577300239664,12,9,255,0.20555060204241915,0.00470799154748882,1.2246467991473532e-16,-1.0,5.545177444479562,0.8542801818599967,0.004696943617420438,0,1.8689543719972386,-0.9798093343679017
Ajaccio,32.0,2016-09-13 12:37:01+00:00,2016-09-13 14:09:27+00:00,92.43333333333334,0.0153846153846153,0.703209520375045,65,0.4461538461538462,1,13.90446153846154,0.9374307692307692,4.895,1.5225498449274042,41.97270307692308,8.968881538461536,0.0654620309063552,0.0440009051480325,-0.0519999999999996,-0.0235000000000003,16.599872031592618,4.514997145569311,0.8811774769013141,0.2637198405245399,12,9,257,0.057063561052566394,0.0028803886127081076,1.2246467991473532e-16,-1.0,4.189654742026425,0.532514424280339,0.0028762482421067484,0,0.4587876879136489,-0.7125494350556758
Ajaccio,33.0,2016-09-16 04:30:14+00:00,2016-09-16 04:48:38+00:00,18.4,0.0,0.3804347826086957,7,0.4285714285714285,0,20.36,0.8991428571428571,2.36,0.8135777833273284,41.86364285714286,9.000971428571429,0.046419351465485,0.0402541804986639,0.0996999999999985,0.0912999999999986,18.53950466263614,16.525166456198168,0.9193146105114864,-0.2993332803551492,4,9,260,0.13518794324938688,0.001868572952522552,0.8660254037844386,0.5000000000000001,2.0794415416798357,0.322398509409551,0.0018668293417877934,0,0.3424410892317653,-1.1164045264995928
Ajaccio,34.0,2016-09-16 05:21:50+00:00,2016-09-16 05:31:27+00:00,9.616666666666667,0.0,0.9358752166377816,9,0.5555555555555556,0,14.575555555555551,0.2487777777777777,0.72,0.2196945480535292,41.870088888888894,8.872766666666665,0.1041456365437907,0.0968493546700235,-0.1868000000000051,-0.1378000000000003,15.283710381149325,9.347867323821395,0.4616395926470993,-0.3269353284238085,5,9,260,0.23212729266504187,0.010086437690964945,0.9659258262890683,0.25881904510252074,2.302585092994046,0.6605595325611011,0.010035909063491102,0,2.591578284052571,-0.836557448941224
Ajaccio,35.0,2016-09-16 06:02:00+00:00,2016-09-16 06:29:49+00:00,27.816666666666663,0.0,0.8268424206111444,23,0.5652173913043478,0,16.55260869565217,1.1035217391304348,4.75,1.5330015972702706,42.00713043478261,8.823947826086957,0.0528983969063041,0.0805763944090848,0.1152999999999977,-0.1264000000000003,12.096819014996417,5.92008044058294,0.0302098721671949,0.723685655455766,6,9,260,0.1710878429345567,0.004262362092730671,1.0,6.123233995736766e-17,3.1780538303479458,0.6025890233264197,0.004253303957671752,0,1.5118665774923428,-0.047411981182292104
Ajaccio,36.0,2016-09-16 07:20:44+00:00,2016-09-16 08:19:07+00:00,58.38333333333333,0.0,1.1475877819012277,67,0.6417910447761194,0,17.705522388059702,0.6925522388059703,4.758,1.178102458418957,41.98075223880596,8.661952238805972,0.0580064112397222,0.0994937554888518,0.2382999999999953,0.1892999999999993,16.576647419061796,5.541577740284133,-0.7105308312396955,0.3708492411490897,7,9,260,0.30433760858625,0.005771275696670705,0.9659258262890683,-0.25881904510252063,4.219507705176107,0.7643452503627348,0.00575468568483754,0,2.3185922362933296,-1.0264874829973565
Ajaccio,37.0,2016-09-16 09:31:26+00:00,2016-09-16 10:03:44+00:00,32.3,0.0,1.6099071207430342,52,0.7692307692307693,0,13.629615384615388,1.2747692307692309,4.844,1.5956269235114735,41.86011923076923,8.91576923076923,0.0551784557220229,0.081324022783859,0.0690999999999988,0.1191999999999993,14.480475318022716,5.517466265690086,0.7032202753408389,-0.4495811689867483,9,9,260,0.13778044128249725,0.004487333990315945,0.7071067811865476,-0.7071067811865475,3.970291913552122,0.959314634779199,0.004477295925376412,0,1.6077016601827399,-0.5588737695142351
Ajaccio,38.0,2016-09-18 12:37:34+00:00,2016-09-18 19:17:41+00:00,400.1166666666667,0.052093973442288,2.446786353980089,979,0.7660878447395302,0,17.506772216547496,0.97441164453524,4.996,1.4035900890738982,41.96682584269663,8.880213381001024,0.0679370005907206,0.099453827057943,-0.0670999999999963,0.4185999999999996,12.90145403338716,1.184158602014412,0.4854568488466768,0.3337590811859745,12,9,262,0.42394382882641324,0.006756594707584898,1.2246467991473532e-16,-1.0,6.887552571664617,1.2374423053353942,0.006733871219737599,0,3.3452478327762236,-0.17990278130383172
Ajaccio,39.0,2016-09-27 13:28:37+00:00,2016-09-27 13:28:37+00:00,0.0,0.0,1.0,1,0.0,0,45.22,1.53,1.53,0.0,41.8945,8.9612,0.0,0.0,0.0,0.0,13.48425839195732,13.48425839195732,0.9835201203467314,-0.1807987081622843,13,9,271,0.0,0.0,-0.2588190451025208,-0.9659258262890683,0.6931471805599453,0.6931471805599453,0.0,1,-1.9113232034324354,0.29654366487204364
Ajaccio,40.0,2016-10-06 01:59:40+00:00,2016-10-06 02:51:38+00:00,51.96666666666667,0.0344827586206896,0.5580500320718409,29,0.5517241379310345,0,21.521724137931034,0.7298620689655173,3.622,1.034370468454051,41.91821379310346,8.681731034482759,0.0426793754484531,0.0739928524706864,-0.1480000000000032,0.2349999999999994,11.681707657894956,2.9310014321763727,-0.816790425461837,-0.17849849120882,1,10,280,0.27772108310317506,0.0031579687310984254,0.25881904510252074,0.9659258262890683,3.4011973816621555,0.44343505994439597,0.003152992820938691,0,1.7573508141768648,0.21153064481272646
Ajaccio,41.0,2016-10-06 20:22:03+00:00,2016-10-06 20:22:03+00:00,0.0,0.0,1.0,1,0.0,0,8.98,0.101,0.101,0.0,41.9624,8.6326,0.0,0.0,0.0,0.0,14.721173603016444,14.721173603016444,-0.9750146124031034,0.2221407337712423,20,10,280,0.0,0.0,-0.8660254037844386,0.5000000000000001,0.6931471805599453,0.6931471805599453,0.0,1,-1.7792305936519364,-0.06485247865517361
Ajaccio,42.0,2016-10-06 21:31:31+00:00,2016-10-06 21:31:31+00:00,0.0,0.0,1.0,1,0.0,0,15.88,0.067,0.067,0.0,41.9947,8.6364,0.0,0.0,0.0,0.0,15.865220342178617,15.865220342178617,-0.9196585012968436,0.3927190356889308,21,10,280,0.0,0.0,-0.7071067811865477,0.7071067811865474,0.6931471805599453,0.6931471805599453,0.0,1,-1.8581568883703337,-0.25871168141311734
Ajaccio,43.0,2016-10-06 22:09:35+00:00,2016-10-06 22:17:59+00:00,8.4,0.0,1.1904761904761905,10,0.3,0,28.718,0.3454,1.879,0.5543188412617577,41.92124,8.890559999999999,0.0604818650506085,0.0231445793989773,-0.0006999999999948,0.0701,9.04585241585538,5.319441603215108,0.9025038327943636,-0.124441716683835,22,10,280,0.07010349492001089,0.0013998273278620387,-0.5000000000000004,0.8660254037844384,2.3978952727983707,0.784118958765672,0.0013988484829575425,0,0.21713657281804633,0.7849367970942633
Ajaccio,44.0,2016-10-14 01:57:47+00:00,2016-10-14 01:57:47+00:00,0.0,0.0,1.0,1,0.0,0,28.28,0.18,0.18,0.0,41.8353,8.8711,0.0,0.0,0.0,0.0,11.31861359941646,11.31861359941646,0.6112689234549327,-0.7914229610127872,1,10,288,0.0,0.0,0.25881904510252074,0.9659258262890683,0.6931471805599453,0.6931471805599453,0.0,1,-1.7426210025240292,0.6500403557607152
Ajaccio,45.0,2016-10-14 09:08:54+00:00,2016-10-14 11:55:28+00:00,166.56666666666666,0.0494991160872127,10.188112867720632,1697,0.7725397760754272,0,7.48530347672363,1.5220931054802591,4.999,1.5922566720609106,41.914065350618735,8.800346140247497,0.0887903462723586,0.1236640794186184,0.2145999999999972,0.3323999999999998,13.482758358939837,0.223270816029551,-0.0199069941992575,-0.0671600200651674,9,10,288,0.39565505178121846,0.010980176433031582,0.7071067811865476,-0.7071067811865475,7.437206366871292,2.4148518635727587,0.010920331965812087,0,3.833910756810197,-0.420687033729394
Ajaccio,46.0,2016-11-05 17:58:46+00:00,2016-11-05 17:58:46+00:00,0.0,0.0,1.0,1,0.0,0,5.78,3.472,3.472,0.0,42.0711,8.8116,0.0,0.0,0.0,0.0,16.40593919521355,16.40593919521355,0.058880716760005,0.998265025528706,17,11,310,0.0,0.0,-0.9659258262890683,-0.25881904510252063,0.6931471805599453,0.6931471805599453,0.0,1,-1.828983009260137,-0.3967492795392513
Ajaccio,47.0,2016-11-06 03:06:37+00:00,2016-11-06 04:00:21+00:00,53.73333333333333,0.0040322580645161,4.615384615384615,248,0.7741935483870968,1,9.329193548387098,1.3646935483870966,4.981,1.5716656095678525,42.017727419354834,8.80026935483871,0.0660674674653183,0.1180608466449112,-0.1319000000000016,0.2733000000000007,15.703552598871884,3.51363346332323,-0.0045060093226179,0.6024269813481692,3,11,311,0.30346416592408537,0.007799981144640604,0.7071067811865476,0.7071067811865476,5.517452896464707,1.7255100836868542,0.007769718554934616,0,2.9036564982602826,-0.9586198191907083
Ajaccio,48.0,2016-11-11 14:22:15+00:00,2016-11-11 14:22:15+00:00,0.0,0.0,1.0,1,0.0,0,20.01,0.065,0.065,0.0,41.8882,9.0262,0.0,0.0,0.0,0.0,18.88126692244095,18.88126692244095,0.9876659461394846,-0.1565757926257973,14,11,316,0.0,0.0,-0.4999999999999997,-0.8660254037844388,0.6931471805599453,0.6931471805599453,0.0,1,-1.9962735865664438,-0.8186235851887474
Ajaccio,49.0,2016-11-12 00:00:15+00:00,2016-11-12 00:02:18+00:00,2.05,0.0,1.4634146341463417,3,0.3333333333333333,1,12.646666666666668,0.133,0.21,0.0672235077930332,42.0439,8.9629,0.0087880600817259,0.0061538605769061,-0.0160000000000053,0.0104000000000006,18.816996846294813,18.53520077241979,0.7985793769316486,0.6003118526317018,0,11,317,0.019082976707007274,5.4080496484415216e-05,0.0,1.0,1.3862943611198906,0.9015484501369517,5.407903418708616e-05,1,-1.215479780948035,-0.9646353434305529
Ajaccio,50.0,2017-01-14 18:25:05+00:00,2017-01-14 18:25:05+00:00,0.0,0.0,1.0,1,0.0,0,175.1940999999999,0.15,0.15,0.0,41.9024,8.6766,0.0,0.0,0.0,0.0,10.70626693579388,10.70626693579388,-0.9862033310043422,-0.1655384846974859,18,1,14,0.0,0.0,-1.0,-1.8369701987210297e-16,0.6931471805599453,0.6931471805599453,0.0,1,-2.449708420221821,1.2769647988845902
